	0	1	label	cluster
0	0.08164965809277262	0.10995943636636357	0	0
1	0.08164965809277276	0.11008813268781044	0	0
2	0.0816496580927731	0.11622181548353354	0	0
3	0.0816496580927728	0.11124746827256532	0	0
4	0.08164965809277264	0.11161325806467767	0	0
5	0.08164965809277262	0.09849523879501562	0	0
6	0.08164965809277266	0.11427839207819646	0	0
7	0.08164965809277262	0.10743214616715516	0	0
8	0.08164965809277265	0.11797949923618788	0	0
9	0.08164965809277264	0.10856552417178707	0	0
10	0.0816496580927727	0.10594712947255151	0	0
11	0.08164965809277272	0.10674829567336355	0	0
12	0.08164965809277265	0.1126886066496531	0	0
13	0.08164965809277262	0.1333946806818024	0	0
14	0.08164965809277262	0.119062513961375	0	0
15	0.08164965809277268	0.11136731401964217	0	0
16	0.0816496580927726	0.11213014206801593	0	0
17	0.08164965809277262	0.10878149428083671	0	0
18	0.08164965809277268	0.09611878774774871	0	0
19	0.08164965809277268	0.10813069172705968	0	0
20	0.08164965809277264	0.09720400686720783	0	0
21	0.08164965809277265	0.10607564313625498	0	0
22	0.0816496580927727	0.13129456900880018	0	0
23	0.08164965809277268	0.09567833277395034	0	0
24	0.08164965809277268	0.09728678365096566	0	0
25	0.08164965809277265	0.10258029053634708	0	0
26	0.08164965809277262	0.10199333800499656	0	0
27	0.08164965809277265	0.1061068590403597	0	0
28	0.08164965809277264	0.1085022593765111	0	0
29	0.08164965809277265	0.10707540301706495	0	0
30	0.08164965809277268	0.10539085145613548	0	0
31	0.08164965809277266	0.1011358844842644	0	0
32	0.08164965809277265	0.11371082906729237	0	0
33	0.08164965809277265	0.11527089651520711	0	0
34	0.08164965809277261	0.10724329364747172	0	0
35	0.08164965809277266	0.1157796454179383	0	0
36	0.08164965809277262	0.11023089789377767	0	0
37	0.08164965809277272	0.11401034852390564	0	0
38	0.0816496580927727	0.12141073048564298	0	0
39	0.08164965809277265	0.10643936616963973	0	0
40	0.08164965809277265	0.11276901980901831	0	0
41	0.0816496580927726	0.12224723783683761	0	0
42	0.08164965809277266	0.12160732702193186	0	0
43	0.08164965809277269	0.10013227035592845	0	0
44	0.08164965809277266	0.09379516919607127	0	0
45	0.08164965809277268	0.1100782041623588	0	0
46	0.08164965809277265	0.10636296705483021	0	0
47	0.08164965809277272	0.11461815608438455	0	0
48	0.08164965809277266	0.10672913561121715	0	0
49	0.0816496580927727	0.1098773938995131	0	0
50	0.08164965809277254	-0.054728132011153896	1	1
51	0.08164965809277255	-0.04550697455227812	1	1
52	0.0816496580927726	-0.057894275646918174	1	1
53	0.08164965809277261	-0.025321554934332743	1	1
54	0.08164965809277265	-0.04848207251594585	1	1
55	0.0816496580927726	-0.03771838862435863	1	1
56	0.08164965809277258	-0.04917867458026301	1	1
57	0.0816496580927726	0.009420838655352416	1	1
58	0.08164965809277258	-0.04784402271764788	1	1
59	0.08164965809277258	-0.01961515610315278	1	1
60	0.08164965809277258	-0.0012776511405894302	1	1
61	0.08164965809277257	-0.034800842311485905	1	1
62	0.08164965809277261	-0.027619456212440552	1	1
63	0.08164965809277257	-0.04586983885904604	1	1
64	0.0816496580927726	-0.013554562338792882	1	1
65	0.08164965809277257	-0.04572402904650537	1	1
66	0.08164965809277261	-0.03843215458561727	1	1
67	0.08164965809277258	-0.026992604170800235	1	1
68	0.08164965809277262	-0.04477701300846257	1	1
69	0.08164965809277268	-0.021232132905901136	1	1
70	0.08164965809277255	-0.04931765870311656	1	1
71	0.08164965809277262	-0.030550697225342167	1	1
72	0.08164965809277255	-0.05230410750466375	1	1
73	0.08164965809277258	-0.044393620307877926	1	1
74	0.08164965809277257	-0.04005874095845167	1	1
75	0.08164965809277261	-0.04478300714547523	1	1
76	0.08164965809277255	-0.054313194146524496	1	1
77	0.08164965809277257	-0.05895245144459627	1	1
78	0.08164965809277261	-0.042033304598011106	1	1
79	0.08164965809277264	-0.008653237660834473	1	1
80	0.08164965809277264	-0.01755810197627172	1	1
81	0.0816496580927726	-0.0133515304684486	1	1
82	0.08164965809277258	-0.024077702146397817	1	1
83	0.08164965809277258	-0.05392147863695188	1	1
84	0.08164965809277258	-0.03670095425724472	1	1
85	0.0816496580927726	-0.04260543065686318	1	1
86	0.08164965809277258	-0.05213639147718411	1	1
87	0.08164965809277258	-0.04192491522321381	1	1
88	0.08164965809277261	-0.02746709290827374	1	1
89	0.08164965809277257	-0.024932036584894558	1	1
90	0.08164965809277255	-0.033157616009936726	1	1
91	0.0816496580927726	-0.043937205461675344	1	1
92	0.08164965809277258	-0.026813297008614075	1	1
93	0.08164965809277268	0.007353223908941414	1	1
94	0.08164965809277254	-0.030397534191716452	1	1
95	0.08164965809277262	-0.02988143678253618	1	1
96	0.08164965809277255	-0.031060900887704388	1	1
97	0.08164965809277254	-0.03812018069263463	1	1
98	0.08164965809277268	0.017808167813342633	1	1
99	0.08164965809277261	-0.02888908731599783	1	1
100	0.08164965809277254	-0.08330587043001868	2	2
101	0.08164965809277255	-0.054886533645011316	2	1
102	0.08164965809277248	-0.08515879187394175	2	2
103	0.08164965809277254	-0.06678868608839904	2	2
104	0.08164965809277254	-0.07598607701238715	2	2
105	0.08164965809277257	-0.12398066843369382	2	2
106	0.08164965809277261	-0.03543899337855321	2	1
107	0.08164965809277257	-0.0985822566739755	2	2
108	0.08164965809277254	-0.07539558911822157	2	2
109	0.08164965809277254	-0.10138175764542261	2	2
110	0.08164965809277257	-0.061420898763683424	2	1
111	0.0816496580927726	-0.06291712608318957	2	1
112	0.08164965809277254	-0.07232136818719737	2	2
113	0.08164965809277258	-0.05362367868321502	2	1
114	0.08164965809277257	-0.05971021840844383	2	1
115	0.08164965809277254	-0.06687482803749008	2	2
116	0.08164965809277254	-0.06672655503561022	2	2
117	0.08164965809277251	-0.15053962598141177	2	2
118	0.08164965809277257	-0.15905363955259025	2	2
119	0.0816496580927726	-0.052340556114479395	2	1
120	0.08164965809277254	-0.07993273339769702	2	2
121	0.08164965809277262	-0.05083177691676025	2	1
122	0.08164965809277255	-0.13375943030968387	2	2
123	0.08164965809277261	-0.05437080076939823	2	1
124	0.08164965809277254	-0.07577187728152895	2	2
125	0.08164965809277254	-0.0876557244327807	2	2
126	0.08164965809277261	-0.05176628126703681	2	1
127	0.08164965809277258	-0.05264522101770721	2	1
128	0.08164965809277251	-0.07004531764933407	2	2
129	0.0816496580927726	-0.08093968243835421	2	2
130	0.08164965809277257	-0.09517538820991872	2	2
131	0.08164965809277254	-0.13739032026836936	2	2
132	0.08164965809277257	-0.07097998726034757	2	2
133	0.08164965809277255	-0.05553326202166575	2	1
134	0.0816496580927726	-0.06298111998353291	2	1
135	0.08164965809277255	-0.10835823333773364	2	2
136	0.08164965809277257	-0.07336845921723056	2	2
137	0.08164965809277261	-0.06592594366054211	2	2
138	0.08164965809277257	-0.050094251670179064	2	1
139	0.08164965809277257	-0.07178973262139408	2	2
140	0.0816496580927725	-0.07628719050155464	2	2
141	0.08164965809277254	-0.0684278207516874	2	2
142	0.08164965809277257	-0.05488653364501132	2	1
143	0.08164965809277258	-0.08305855911265518	2	2
144	0.08164965809277254	-0.08015535692643926	2	2
145	0.08164965809277258	-0.06776171685331252	2	2
146	0.0816496580927726	-0.05711902443188241	2	1
147	0.08164965809277255	-0.06293350281036406	2	1
148	0.08164965809277258	-0.0675725132368728	2	2
149	0.08164965809277258	-0.054655978293746944	2	1
